Bath,Bed,Price,Property,Sqft
1,1,"$1,275,000",Condos,949
1.5,3,"$1,025,000",Co-op,
2,2,"$865,000",Co-op,"1,200"
1,1,"$699,000",Co-op,
1,2,"$749,000",Co-op,
1,1,"$499,000",Co-op,
2,2,"$1,249,000",Co-op,
3.5,3,"$10,500,000",Condos,"2,871"
1,0,"$695,000",House for Sale,
1,1,"$850,000",Co-op,
1,2,"$1,149,000",Condos,
2,1,"$1,595,000",Co-op,
2,2,"$1,280,000",Condos,"1,115"
5.5,5,"$35,000,000",Condos,"6,050"
2,2,"$2,495,000",Condos,"1,442"
1,0,"$305,000",Co-op,
1,1,"$789,000",Condos,
1,1,"$995,000",Co-op,
1,1,"$999,000",Condos,712
1,1,"$899,000",Co-op,
1,1,"$775,000",Condos,715
1,,"$350,000",Co-op,
1,1,"$859,000",Condos,850
3,3,"$2,450,000",Co-op,"2,000"
1,1,"$1,730,000",Condos,800
4,4,"$4,395,000",Condos,"2,507"
1,2,"$1,025,000",Co-op,
2,2,"$1,550,000",Co-op,"1,550"
3.5,3,"$8,650,000",Condos,"2,983"
6.5,6,"$39,000,000",Co-op,
2.5,3,"$2,495,000",Condos,"1,800"
3.5,3,"$5,650,000",Condos,"2,241"
3,3,"$3,250,000",Co-op,
1,2,"$575,000",Co-op,
3.5,3,"$7,750,000",Condos,"2,929"
2.5,2,"$2,980,000",Condos,"1,576"
1,2,"$649,000",Co-op,"1,000"
4.5,4,"$11,990,000",Co-op,
3,3,"$3,490,000",Condos,"1,868"
1,1,"$1,875,000",Condos,828
3,4,"$3,195,000",Condos,"1,691"
1,1,"$1,495,000",Condos,714
4,4,"$5,225,000",Condos,"2,719"
3.5,3,"$3,950,000",Condos,"1,932"
1,0,"$850,680",Condos,690
4.5,4,"$27,800,000",Condos,"4,748"
1,0,"$645,000",Co-op,
7.5,6,"$28,000,000",Condos,"8,088"
2.5,2,"$3,095,000",Condos,"1,750"
3.5,3,"$6,995,000",Co-op,"4,200"
1,0,"$475,000",Co-op,
7,4,"$20,995,000",Condos,"7,693"
,,"$2,000,000",Condos,"2,520"
,1,"$795,000",Co-op,840
1,2,"$499,000",Co-op,830
1,1,"$1,800,000",Co-op,
1.5,1,"$750,000",Co-op,
3,3,"$5,850,000",Condos,
3.5,2,"$2,349,999",Co-op,
5,5,"$9,995,000",Townhomes,"5,000"
1,1,"$680,000",Co-op,
1,1,"$725,000",Co-op,900
2.5,3,"$2,295,000",Co-op,
1,1,"$520,000",Condos,632
4.5,5,"$12,000,000",Condos,"3,433"
1,1,"$1,260,000",Condos,744
1,2,"$1,099,000",Co-op,
2,3,"$4,600,000",Co-op,
1,1,"$849,900",Co-op,
1.5,1,"$1,700,000",Condos,793
2.5,3,"$2,350,000",Condos,"1,575"
2,2,"$1,195,000",Condos,962
1,0,"$345,000",Co-op,
1,0,"$299,000",Co-op,520
1,,"$320,000",Co-op,
3,2,"$4,450,000",Co-op,
1,0,"$725,000",Condos,620
3,3,"$3,995,000",Condos,"2,214"
1,1,"$999,998",Condos,748
1.5,1,"$949,000",Co-op,"1,000"
2,2,"$1,598,000",Co-op,
1.5,3,"$995,000",Condos,"1,423"
1,1,"$1,125,000",Condos,770
2.5,3,"$3,995,000",Co-op,
1.5,1,"$1,450,000",Condos,842
2,2,"$2,150,000",Condos,"1,280"
2.5,3,"$4,500,000",Co-op,
2.5,3,"$2,995,000",Condos,"1,621"
2,2,"$2,295,000",Condos,"1,320"
1,1,"$799,000",Co-op,
1,1,"$275,000",Co-op,431
3,6,"$1,750,000",Multi-Family Home,"2,040"
1,1,"$850,000",Co-op,
1,1,"$980,000",Condos,647
2,1,"$1,495,000",Condos,
2,2,"$1,750,000",Condos,"1,101"
2,2,"$1,768,000",Condos,
1,1,"$995,000",Condos,
2,2,"$3,200,000",Co-op,"1,800"
1,1,"$599,000",Co-op,800
1,0,"$475,000",Co-op,
1,1,"$835,000",Co-op,700
1,2,"$750,000",Condos,900
1,1,"$850,000",Condos,770
1.5,1,"$599,000",Co-op,
1,1,"$780,000",Co-op,
1,2,"$1,075,000",Co-op,
2.5,2,"$3,650,000",Condos,"1,459"
1,2,"$1,349,000",Co-op,
2,2,"$3,195,000",Condos,"1,405"
1,1,"$825,000",Co-op,962
1,1,"$550,000",Co-op,700
2.5,2,"$1,759,000",Condos,"1,589"
1,1,"$749,000",Co-op,
1,2,"$635,000",Co-op,975
2,2,"$925,000",Condos,"1,152"
1,1,"$925,000",Co-op,
2,2,"$1,250,000",Condos,
1.5,1,"$1,750,000",Condos,"1,179"
2,2,"$1,095,000",Co-op,"1,350"
3.5,3,"$29,250,000",Condos,"3,873"
2.5,2,"$2,395,000",Condos,"1,191"
3,4,"$3,750,000",Condos,"2,400"
1,0,"$535,000",Condos,465
2,1,"$1,325,000",Condos,894
2,2,"$2,250,000",Condos,"1,806"
1,1,"$559,000",Co-op,575
6,4,"$6,995,000",Co-op,
1,,"$625,000",Co-op,500
1.5,1,"$1,530,000",Condos,840
1.5,1,"$1,900,000",Condos,919
1,0,"$735,000",Condos,545
4,5,"$3,295,000",Condos,"2,544"
1,1,"$449,000",Co-op,
1,1,"$899,000",Co-op,
1,1,"$389,000",Co-op,
1.5,2,"$2,595,000",Co-op,"1,550"
2,2,"$2,795,000",Condos,"1,227"
1,1,"$645,000",Co-op,
1,0,"$345,000",Co-op,
5.5,6,"$14,995,000",Condos,
4.5,3,"$18,800,000",Condos,"4,673"
4.5,4,"$11,950,000",Condos,"3,371"
2,2,"$2,750,000",Condos,"1,346"
3.5,5,"$12,995,000",Condos,
2.5,2,"$2,850,000",Condos,"1,669"
1,1,"$749,000",Condos,663
2,2,"$1,895,000",Co-op,
2.5,2,"$3,150,000",Condos,"1,443"
1,1,"$650,000",Condos,625
2.5,2,"$3,297,500",Condos,"1,704"
2,2,"$1,395,000",Condos,"1,122"
2.5,2,"$3,275,000",Condos,"1,581"
2,2,"$2,750,000",Co-op,"1,850"
1,1,"$649,000",Condos,
2,2,"$2,145,000",Co-op,
1,2,"$845,000",Condos,765
3.5,3,"$4,400,000",Condos,"1,923"
1.5,1,"$1,295,000",Condos,
3.5,3,"$4,480,000",Condos,"1,882"
3.5,3,"$4,690,000",Condos,"2,014"
3,3,"$2,150,000",Co-op,"1,800"
1.5,1,"$1,250,000",Condos,
5,5,"$9,950,000",Co-op,
2.5,3,"$5,050,000",Condos,"2,296"
1,2,"$1,485,000",Co-op,"1,250"
1,1,"$625,000",Co-op,650
2,2,"$1,498,000",Co-op,
1.5,1,"$590,000",Co-op,"1,100"
1,1,"$799,000",Co-op,750
1.5,2,"$2,100,000",Condos,"1,153"
2,2,"$2,145,000",Condos,"1,015"
3.5,5,"$3,795,000",Multi-Family Home,"3,600"
3,3,"$2,090,000",Condos,"1,484"
3.5,4,"$6,500,000",Condos,"3,108"
4,4,"$4,145,000",Condos,"2,105"
2,1,"$175,000",Condos,852
1,0,"$329,000",Co-op,
1,2,"$995,000",Co-op,
1,1,"$549,000",Co-op,600
2,2,"$998,000",Co-op,
1,1,"$600,000",Co-op,
1.5,2,"$4,250,000",Co-op,"3,050"
1,2,"$1,750,000",Condos,"1,378"
2,2,"$889,000",Condos,
2,2,"$2,725,000",Condos,"1,459"
2,2,"$1,045,000",Co-op,
1,2,"$450,000",Co-op,900
3,3,"$8,650,000",Condos,"2,704"
1,0,"$649,000",Condos,485
2,2,"$1,950,000",Co-op,
3,4,"$2,495,000",Co-op,
2.5,2,"$1,975,000",Co-op,
1,0,"$975,000",Co-op,789
1,2,"$1,449,000",Condos,
2,2,"$669,000",Condos,
1,0,"$595,000",Co-op,530
1,2,"$895,000",Co-op,
2.5,2,"$6,995,000",Condos,"1,977"
2.5,2,"$3,295,000",Condos,"1,597"
1,2,"$1,980,000",Condos,
1,1,"$615,000",Co-op,775
1,0,"$475,000",Condos,
1,0,"$675,000",Condos,476
2,2,"$1,895,000",Co-op,
1.5,2,"$1,295,000",Co-op,
1,1,"$695,000",Co-op,
1,1,"$735,000",Condos,628
2,1,"$2,500,000",Co-op,
1,0,"$1,795,000",Condos,"2,713"
1,0,"$645,000",Condos,553
2,3,"$2,195,000",Co-op,
2.5,2,"$2,125,000",Condos,"1,325"
2,2,"$1,899,000",Condos,"1,300"
1,1,"$840,000",Co-op,850
2.5,3,"$14,000,000",Co-op,
3,3,"$2,995,000",Condos,
3.5,4,"$4,995,000",Co-op,
2,3,"$2,695,000",Co-op,
1,1,"$1,665,000",Condos,831
3,3,"$4,650,000",Condos,"2,181"
1,1,"$899,000",Co-op,
2,2,"$1,295,000",Co-op,
1,1,"$875,000",Condos,
1,1,"$565,000",Co-op,880
1,1,"$685,000",Co-op,
1,1,"$450,000",Condos,
1,1,"$699,000",Co-op,700
1,2,"$399,000",Co-op,
1,1,"$700,000",Co-op,
1,1,"$649,000",Condos,
4,5,"$6,750,000",Condos,"3,984"
1,0,"$425,000",Co-op,
1,0,"$575,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,895,000",Co-op,
1,1,"$795,000",House for Sale,712
1,1,"$930,000",Condos,637
1,0,"$599,999",Co-op,
2,2,"$1,575,000",Condos,"1,076"
1,0,"$925,000",Condos,820
1.5,1,"$849,000",Co-op,
2,2,"$1,650,000",Condos,966
1,3,"$465,000",Co-op,990
2,2,"$2,395,000",Co-op,
2.5,3,"$1,250,000",Co-op,"1,574"
1.5,1,"$1,695,000",Condos,"1,204"
4,4,"$2,995,000",Co-op,
2,2,"$2,250,000",Condos,"1,400"
3.5,3,"$26,500,000",Condos,"2,761"
1,0,"$390,000",Co-op,450
1,0,"$345,000",Co-op,
3,3,"$3,300,000",Condos,"2,200"
1,0,"$795,000",Condos,294
1,1,"$599,000",Condos,
3.5,3,"$6,130,000",Condos,"2,276"
1,0,"$679,000",Condos,436
1,1,"$399,000",Co-op,
3,3,"$3,750,000",Co-op,"2,450"
4,4,"$4,675,000",Condos,"2,507"
2.5,2,"$2,830,000",Condos,"1,353"
2,3,"$2,750,000",Condos,"3,500"
2,3,"$2,950,000",Condop,"1,504"
1,1,"$1,460,000",Condos,714
1,0,"$650,000",Condos,445
1,2,"$889,000",Co-op,
1.5,1,"$1,695,000",Condos,988
1,1,"$399,000",Condos,
1,2,"$770,000",Co-op,
1,0,"$700,000",Co-op,
1,1,"$749,500",Co-op,
1,0,"$295,000",Co-op,
2,1,"$2,250,000",Co-op,"1,750"
2,1,"$1,995,000",Co-op,
1,0,"$900,000",Condos,650
2.5,3,"$999,900",Co-op,"2,000"
1.5,1,"$1,565,000",Co-op,
4,4,"$3,275,000",Co-op,
3,4,"$6,250,000",Co-op,"4,400"
1,1,"$829,000",Co-op,
6,6,"$6,800,000",Condos,"3,972"
2,2,"$2,695,000",Condos,"1,208"
3,3,"$1,995,000",Co-op,
2,2,"$4,495,000",Condos,"1,560"
1,0,"$499,000",Co-op,
1,1,"$650,000",Co-op,
3,3,"$2,550,000",Condos,"1,808"
1,2,"$799,000",Co-op,
2,3,"$1,850,000",Co-op,"1,500"
2,2,"$1,875,000",Co-op,
2.5,2,"$2,395,000",Co-op,
1,1,"$1,000,000",Co-op,
1.5,2,"$1,300,000",Co-op,
1,1,"$488,000",Co-op,
1,1,"$625,000",Condos,750
2,2,"$1,550,000",Condos,"1,243"
2.5,2,"$5,800,000",Condos,"2,293"
2.5,2,"$3,275,000",Condos,"1,948"
3.5,2,"$3,695,000",Co-op,
2.5,2,"$2,490,000",Condos,"1,971"
2,2,"$3,999,000",Condos,"1,763"
1,0,"$415,000",Co-op,
2.5,3,"$6,900,000",Co-op,
3,4,"$2,795,000",Co-op,
1,1,"$815,000",House for Sale,750
1,1,"$799,000",Co-op,
2.5,3,"$7,400,000",Townhomes,"2,400"
2,3,"$2,675,000",Condos,"2,221"
4,3,"$5,395,000",Condos,"2,782"
2,2,"$2,400,000",Condos,"1,252"
3.5,3,"$6,450,000",Condos,"2,975"
1.5,1,"$1,870,000",Condos,943
1,1,"$659,000",Co-op,
2,3,"$1,415,000",Co-op,
1.5,1,"$800,000",Condos,812
1.5,2,"$740,000",Co-op,"1,300"
1.5,1,"$999,000",Condos,791
3.5,4,"$5,950,000",Co-op,
2.5,2,"$1,998,000",Condos,"1,174"
1,2,"$769,999",Co-op,950
1,1,"$2,000,000",Condos,792
1,1,"$1,169,000",Condos,836
1,1,"$1,125,000",Co-op,
1,1,"$849,000",Condop,
2.5,2,"$3,250,000",Co-op,
3,3,"$2,625,000",Condos,"1,762"
1,1,"$999,000",Condos,653
4.5,4,"$5,995,000",Townhomes,"4,650"
2,2,"$1,595,000",Condos,
2,2,"$1,875,000",Condos,994
6,6,"$7,995,000",Condos,"5,400"
1,0,"$325,000",Co-op,
2,1,"$1,118,000",Condos,775
2,2,"$2,295,000",Condos,"1,330"
1,1,"$1,075,000",Condos,"1,000"
2,2,"$2,795,000",Condos,"1,225"
1,0,"$595,000",Co-op,
2,2,"$1,800,000",Condos,"1,230"
2.5,2,"$2,460,000",House for Sale,"1,331"
1,1,"$1,445,000",Condos,930
1,1,"$1,298,000",Condos,
2,2,"$1,850,000",Co-op,
3,3,"$2,495,000",Condos,"2,055"
2,2,"$2,175,000",Condos,"1,600"
3,2,"$1,779,000",Co-op,"1,800"
2,1,"$2,495,000",Condos,
1.5,1,"$1,950,000",Condos,"1,064"
1,0,"$859,000",Condos,686
2,1,"$1,900,000",Condos,"1,205"
1.5,1,"$1,995,000",Condos,898
2,2,"$1,525,000",Condos,978
1,2,"$949,000",Co-op,"1,000"
1,0,"$700,000",Condos,579
2,2,"$1,850,000",Condos,
1,2,"$775,000",Co-op,
2,2,"$939,000",Co-op,"1,250"
2,2,"$1,075,000",Co-op,
1,0,"$475,000",Co-op,701
1,2,"$875,000",Co-op,
3.5,3,"$19,025,000",Condos,"3,889"
2,2,"$2,100,000",Condos,"1,137"
2.5,3,"$1,425,000",Co-op,
3.5,3,"$7,900,000",Condos,"1,932"
8,6,"$19,950,000",Condos,"7,132"
2.5,2,"$4,175,000",Condos,"1,764"
3.5+,5,"$14,500,000",Condos,"7,500"
1,1,"$880,000",Condos,
2,2,"$2,650,000",Condos,"1,361"
1,1,"$1,095,000",Condos,991
2,2,"$1,495,000",Condos,"1,010"
1,0,"$675,000",Condos,620
2,2,"$3,995,000",Co-op,
3,3,"$2,650,000",Co-op,
1,1,"$1,195,000",Condos,600
2.5,2,"$2,895,000",Condos,"1,743"
4.5,4,"$6,995,000",Co-op,
2,2,"$1,198,000",Condos,951
2,1,"$1,625,000",Condos,976
3.5,4,"$12,500,000",Condos,"3,383"
3,3,"$8,500,000",Condos,"2,500"
1.5,2,"$1,450,000",Condos,"1,619"
1,2,"$3,300,000",Condos,"2,150"
3.5,4,"$13,500,000",Condos,"3,900"
3,3,"$2,300,000",Condos,"1,987"
1,1,"$399,000",Co-op,625
2.5,2,"$5,750,000",Condos,"1,763"
2,3,"$2,285,000",Co-op,"2,000"
2,2,"$2,000,000",Condos,976
2,2,"$3,900,000",Co-op,
3,,"$2,250,000",Condo,"2,300"
5.5,6,"$8,575,000",Townhomes,"6,175"
2.5,2,"$2,495,000",Condos,"1,518"
2,2,"$2,650,000",Condos,"1,302"
2,2,"$1,700,000",Condos,"1,287"
1,0,"$688,000",Condos,588
2,2,"$1,995,000",Condos,"1,480"
1,1,"$1,885,000",Condos,870
2,2,"$1,099,000",Co-op,
1,1,"$479,000",Condos,
2,3,"$1,999,000",Co-op,
1,0,"$795,000",Condos,
2,2,"$1,740,000",Condos,"1,053"
1,1,"$535,000",Co-op,600
2,2,"$1,920,000",Condos,"1,143"
1,2,"$850,000",Co-op,
3.5,8,"$14,995,000",House for Sale,
1,1,"$595,000",Co-op,700
1,1,"$1,180,000",Condos,763
1,,"$825,000",Condo,950
1,1,"$900,000",Co-op,
1,1,"$595,000",Condos,
1,0,"$549,000",Co-op,550
2.5,2,"$2,570,000",Condos,"1,410"
2.5,2,"$1,549,000",Co-op,
2,5,"$1,299,000",Condos,
1,2,"$1,118,000",Condos,900
1,1,"$800,000",Co-op,775
2,2,"$825,000",Co-op,
1.5,1,"$995,000",Co-op,"1,025"
1,1,"$700,000",Co-op,800
5,3,"$6,350,000",Co-op,"3,025"
2.5,1,"$3,499,000",Condos,"1,509"
2,2,"$1,375,000",Co-op,"1,200"
2,2,"$1,245,000",Condos,"1,215"
7,8,"$5,950,000",House for Sale,
1,1,"$549,000",Co-op,
1,1,"$549,000",Co-op,
1,1,"$895,000",Co-op,
1,0,"$425,000",Co-op,
1,1,"$879,900",Condos,
2,2,"$1,750,000",Co-op,
1,0,"$495,000",Co-op,
2,2,"$2,250,000",Co-op,"1,661"
1.5,2,"$1,375,000",Co-op,
2.5,2,"$1,650,000",Condos,
1,1,"$1,600,000",Co-op,
1,1,"$1,888,000",Condos,
2.5,2,"$3,200,000",Co-op,
2,2,"$1,325,000",Condos,"1,140"
1,0,"$619,000",Condos,570
2.5,3,"$3,995,000",Condos,"2,007"
1,0,"$350,000",Co-op,
1.5,2,"$995,000",Condos,"1,220"
1.5,2,"$1,035,000",Co-op,"1,200"
1,1,"$599,000",Condos,422
1.5,2,"$1,250,000",Co-op,
1,0,"$429,000",Co-op,
1,3,"$840,000",Co-op,"1,219"
2,2,"$299,000",Co-op,"1,200"
2.5,2,"$1,950,000",Condos,"1,417"
1.5,2,"$1,495,000",Condos,898
9.5,8,"$33,400,000",Condos,"10,500"
1,1,"$599,000",Co-op,
1,1,"$665,000",Co-op,800
1,1,"$799,000",Condos,934
1,1,"$750,000",Condos,
1,1,"$520,000",Co-op,800
1.5,1,"$1,150,000",Condos,"1,050"
2,2,"$2,195,000",Co-op,
1,1,"$649,000",Co-op,700
1.5,1,"$799,000",Co-op,
1,,"$480,000",Co-op,
2,2,"$2,150,000",Condos,"1,421"
3,3,"$2,425,000",Condos,"1,650"
1,1,"$749,000",Co-op,
2,2,"$1,750,000",Co-op,
1,2,"$1,795,000",Condos,789
2.5,3,"$1,995,000",Co-op,
1,0,"$695,000",Co-op,
3,3,"$1,800,000",Co-op,
1,,"$299,000",Co-op,
,0,"$900,000",Mfd/Mobile Home,
3.5,3,"$3,975,000",Condos,"1,950"
2.5,2,"$2,950,000",Condos,
1,1,"$1,250,000",Condos,"1,100"
1,,"$380,000",Co-op,
2.5,2,"$2,299,000",Condos,"1,422"
1,1,"$829,000",Condos,555
1,0,"$738,000",Condos,554
1,2,"$1,299,998",Co-op,
1,1,"$1,450,000",Condos,"1,009"
1,1,"$1,250,000",Condos,769
4,4,"$5,000,000",Co-op,
3,3,"$3,500,000",Condos,"2,271"
3,4,"$3,050,000",Condos,"2,127"
1,1,"$599,000",Co-op,622
1,0,"$350,000",Co-op,475
2,1,"$849,000",Co-op,
2,1,"$799,000",Co-op,960
1,0,"$350,000",Condos,
1,1,"$495,000",Co-op,
2,2,"$1,099,000",Co-op,"1,100"
4.5,3,"$7,250,000",Multi-Family Home,"3,600"
4.5,4,"$7,999,000",Condos,
1,1,"$889,000",House for Sale,800
2,2,"$1,395,000",Condos,
2,2,"$1,500,000",Co-op,
1,0,"$350,000",Condos,330
2,2,"$2,995,000",Condos,"2,170"
1,2,"$525,000",Co-op,
1,1,"$699,000",Co-op,
5.5,6,"$24,900,000",Condos,"7,500"
5.5,5,"$11,999,000",Condos,"3,700"
1,1,"$779,000",House for Sale,608
1,0,"$550,000",Co-op,
1,0,"$699,000",Condop,454
1.5,2,"$895,000",Condos,"1,175"
1,,"$269,500",Co-op,
2,2,"$1,175,000",Condos,"1,025"
2,2,"$1,545,000",Co-op,"1,200"
1,1,"$675,000",Co-op,
5,5,"$7,295,000",House for Sale,"5,400"
1,1,"$730,000",Condos,
1.5,1,"$1,299,000",Condos,"1,059"
2,2,"$2,295,000",Condos,"1,272"
1,1,"$399,000",Co-op,
1,1,"$370,000",Co-op,
3,4,"$4,998,000",Co-op,
2.5,3,"$3,450,000",Co-op,
2.5,2,"$3,000,000",Condos,"1,837"
4,4,"$7,450,000",Co-op,
3,3,"$3,987,000",Condos,"1,896"
4.5,5,"$9,990,000",Condos,"4,264"
4.5,4,"$4,975,000",Co-op,"3,200"
2.5,2,"$3,395,000",Co-op,"1,804"
3.5,3,"$3,995,000",Condos,"2,011"
3,3,"$2,975,000",Condos,"1,476"
3,3,"$3,325,000",Condos,"1,512"
3.5,4,"$4,645,000",Condos,"2,138"
1.5,0,"$449,000",Condos,
1,0,"$815,000",Condos,
1,1,"$650,000",Co-op,
1,1,"$515,000",Co-op,650
1,0,"$599,000",Co-op,500
1,1,"$599,000",Condos,618
1,2,"$1,100,000",Co-op,
2,2,"$1,750,000",Condos,
1,1,"$630,000",Co-op,813
1,0,"$349,000",Co-op,
1,1,"$1,305,000",Condos,542
2,3,"$1,995,000",Co-op,
1,2,"$850,000",Condos,
2.5,3,"$3,370,000",Condop,"1,681"
5.5,4,"$45,000,000",Condos,"6,745"
1,1,"$595,000",Co-op,
1,1,"$700,000",Condos,725
3,3,"$1,670,000",Condos,"1,704"
3.5,3,"$6,500,000",Condos,"2,211"
1,2,"$359,000",Co-op,758
4.5,4,"$8,500,000",Condos,"2,818"
5,5,"$4,250,000",Townhomes,"4,492"
1,1,"$730,000",Co-op,600
3.5,3,"$5,795,000",Condos,"1,939"
7.5+,5,"$12,100,000",House for Sale,
2.5,2,"$5,590,000",Condos,"1,595"
2,2,"$899,000",Co-op,"1,000"
2,2,"$2,500,000",Condos,"1,587"
2.5,2,"$4,695,000",Condos,"1,364"
2.5,3,"$6,495,000",Condos,"3,400"
3.5,3,"$4,295,000",Condos,"3,247"
2,2,"$1,285,000",Condos,
4.5,4,"$11,000,000",Condos,"3,368"
1.5,1,"$1,150,000",Condos,872
2,2,"$3,655,000",Condos,"1,279"
2,2,"$2,195,000",Condos,"1,193"
2,2,"$1,495,000",Co-op,
2,2,"$1,695,000",Condos,"1,171"
2,2,"$1,675,000",Condos,847
2.5,2,"$6,360,000",Condos,"2,046"
5.5,4,"$12,970,000",Condos,"3,699"
4.5,6,"$2,298,000",Multi-Family Home,"4,050"
4.5,4,"$5,450,000",Condos,"3,348"
2,1,"$2,250,000",Condos,"1,238"
3,3,"$1,800,000",Condos,
7.5,5,"$21,000,000",Condos,"6,111"
1,1,"$525,000",Co-op,600
1,0,"$265,000",Co-op,
1,1,"$905,000",Condos,779
1,2,"$990,000",House for Sale,900
7.5,6,"$58,000,000",Co-op,"6,891"
2.5,3,"$2,995,000",Co-op,
2,3,"$2,000,000",Condos,"1,050"
2.5,2,"$3,500,000",Condos,"1,625"
2,2,"$1,850,000",Condos,"1,050"
2.5,2,"$1,995,000",Co-op,
1,0,"$150,000",Co-op,755
1,1,"$650,000",Condos,
3,3,"$4,450,000",Condos,"1,773"
2,2,"$1,450,000",Condos,"1,244"
2.5,3,"$3,395,000",Condos,"2,330"
1,1,"$699,000",Condos,610
1,1,"$1,495,000",Condos,885
2.5,2,"$2,800,000",Co-op,"1,400"
3,3,"$3,000,000",Condos,"1,650"
3,3,"$5,250,000",Co-op,
3.5,3,"$32,500,000",Co-op,
2.5,2,"$1,799,999",Condos,"1,214"
3,5,"$3,275,000",Co-op,"2,700"
3.5,3,"$6,449,000",Condos,"1,939"
3,3,"$1,395,000",Co-op,"1,777"
5,6,"$8,995,000",House for Sale,"4,500"
4,6,"$1,950,000",Multi-Family Home,"3,640"
4.5,4,"$5,500,000",Co-op,"3,290"
1,1,"$1,010,000",Condos,800
3,4,"$4,695,000",Condos,"3,525"
2,3,"$2,375,000",Condos,"1,400"
1,1,"$1,700,000",Condos,730
1,2,"$1,300,000",Co-op,"1,400"
4.5,4,"$7,695,000",Condos,"6,000"
3.5,4,"$5,995,000",Condos,"3,007"
2,2,"$3,200,000",Condos,"1,500"
2,2,"$2,199,000",Co-op,
4,4,"$2,825,000",Co-op,
1,0,"$389,000",Co-op,
4.5,4,"$6,695,000",Co-op,"4,750"
3.5,3,"$4,995,000",Condos,"2,878"
1,2,"$1,075,000",Co-op,900
1,1,"$675,000",Co-op,
1,1,"$469,000",Condos,599
1,0,"$299,000",Co-op,
2,2,"$2,160,000",Condos,"1,023"
1,0,"$750,000",Co-op,
1.5,1,"$1,795,000",Condos,776
1,0,"$625,000",Condos,475
4,6,"$2,375,000",Co-op,
1,1,"$430,000",Co-op,
3,3,"$2,200,000",Co-op,
4.5,5,"$2,845,000",Multi-Family Home,"3,600"
1.5,1,"$689,000",Condop,750
2,2,"$1,750,000",Co-op,"1,325"
1,1,"$615,000",Condos,712
3,2,"$2,650,000",Condos,"1,340"
1,1,"$610,000",Condos,
1,1,"$275,000",Co-op,
1,1,"$1,088,000",Condos,800
1,1,"$625,000",Co-op,
1,2,"$549,900",Condos,721
3,3,"$3,495,000",Condos,"2,048"
1,1,"$850,000",Co-op,600
1.5,2,"$989,000",Condop,"1,450"
1,0,"$550,000",Co-op,500
2,3,"$2,495,000",Co-op,
1,1,"$410,000",Co-op,
1,1,"$999,000",Condos,746
1,0,"$525,000",Co-op,
1,1,"$795,000",Condos,844
1,1,"$740,000",Co-op,
2,2,"$1,318,000",Condos,900
2,2,"$1,900,000",Co-op,"1,500"
1,1,"$575,000",Co-op,
4.5,4,"$12,900,000",Condos,"3,236"
3.5,3,"$9,995,000",Condos,"2,504"
2.5,2,"$3,899,000",Condos,"1,700"
2,2,"$1,100,000",Condos,
1,0,"$625,000",Condos,515
1,2,"$749,000",Condos,750
6.5,7,"$2,995,000",Multi-Family Home,"4,800"
1,,"$380,000",Co-op,
1.5,1,"$1,500,000",Condos,971
6.5,5,"$8,950,000",Co-op,"5,400"
1,1,"$1,649,000",Condos,"1,200"
1,2,"$340,000",Co-op,
2,1,"$2,200,000",Condos,"1,734"
1,1,"$755,000",Co-op,
2,2,"$2,295,000",Condos,"1,800"
1.5,2,"$575,000",Co-op,
1,1,"$685,000",Co-op,
1,0,"$450,000",Condos,
2,2,"$481,330",Co-op,930
2,2,"$3,650,000",Condos,"1,358"
1,1,"$645,000",Condos,750
1,0,"$475,000",Co-op,560
2,2,"$1,445,000",Condos,"1,189"
1.5,1,"$1,275,000",Co-op,
1,1,"$549,000",Condos,
3,3,"$3,900,000",Condos,"1,647"
3.5,4,"$9,995,000",Condos,"2,941"
3,3,"$2,300,000",Co-op,
2,4,"$1,399,000",Condos,"1,300"
1.5,1,"$1,175,000",Condos,807
2,2,"$1,999,950",Condos,"1,922"
1,1,"$700,000",Condos,670
2,2,"$1,399,000",Condos,915
2.5,2,"$3,250,000",Condos,"1,603"
2,2,"$985,000",Condos,921
2,2,"$2,450,000",Co-op,
2.5,2,"$17,000,000",Co-op,
2,3,"$3,800,000",Condos,"2,095"
1,1,"$900,000",Condos,636
2,2,"$2,650,000",Condos,"1,231"
3,3,"$2,950,000",Condos,"2,140"
3,3,"$3,995,000",Condos,"1,944"
2,3,"$2,450,000",Condos,"1,650"
2,2,"$1,830,000",Condos,"1,150"
2,2,"$1,195,000",Co-op,
1,1,"$695,000",Condos,604
1,2,"$899,000",Co-op,900
2,3,"$1,795,000",Condos,"1,400"
1,1,"$1,850,000",Condos,789
2,3,"$1,850,000",Co-op,
3,4,"$3,695,000",Condos,"2,250"
4,5,"$3,995,000",Co-op,
1,1,"$1,150,000",Condos,
4.5,5,"$9,900,000",Townhomes,"5,700"
2,3,"$1,395,000",Condos,"1,100"
1,1,"$820,000",House for Sale,
4.5,3,"$29,900,000",Condos,"4,019"
1,1,"$565,000",Co-op,
1.5,0,"$399,000",Condos,
2,1,"$1,395,000",Condos,943
1,2,"$749,000",Co-op,
1,1,"$1,195,000",Condos,
1,2,"$799,999",Multi-Family Home,
1,1,"$1,498,000",Condos,
1,1,"$1,050,000",Condos,911
1,1,"$1,350,000",Condos,882
1,0,"$499,000",Co-op,
2,2,"$1,495,000",Co-op,
