Bath,Bed,Price,Property,Sqft
3.5,3,"$1,595,000",Co-op,"2,200"
1,0,"$399,000",Co-op,
2,2,"$2,499,000",Condos,"1,331"
1.5,1,"$1,500,000",Condos,"1,180"
1,0,"$650,000",Co-op,
1,1,"$675,000",Co-op,750
1,1,"$749,000",Co-op,
1,1,"$599,000",Co-op,
1,1,"$635,000",Co-op,725
1,1,"$1,175,000",Condos,792
2.5,2,"$3,500,000",Condos,
1,0,"$1,295,000",Condos,606
1,,"$410,000",Co-op,
2,3,"$1,150,000",Co-op,"1,400"
1,1,"$669,000",Co-op,
1,1,"$675,000",Co-op,700
1,1,"$599,000",Co-op,
2,2,"$1,299,000",Condos,
1.5,2,"$1,850,000",Condos,919
1,1,"$850,000",Condos,500
2,2,"$1,550,000",Condos,"1,270"
2,3,"$1,885,500",Condos,"1,665"
2,2,"$1,149,000",Condos,
3,,"$3,150,000",Condo,
2.5,3,"$2,700,000",Condos,"1,839"
1,1,"$1,070,000",Condos,690
2.5,2,"$1,775,000",Condos,"1,436"
1,1,"$925,000",Condos,620
3,3,"$4,190,000",Condos,"2,147"
1,1,"$1,100,000",Condos,522
1.5,2,"$3,275,000",Co-op,"1,360"
1,0,"$335,000",Co-op,
1,1,"$725,000",House for Sale,
4.5,4,"$7,750,000",Condos,"2,924"
3.5,3,"$7,950,000",Condos,"3,000"
1,1,"$775,000",Co-op,
2.5,2,"$2,250,000",Co-op,
2,2,"$2,995,000",Condos,"1,562"
1,1,"$699,000",Condop,
1,1,"$795,000",Co-op,800
1,1,"$849,000",Co-op,
1,0,"$435,000",Co-op,525
2,2,"$1,795,000",Condos,"1,100"
1,0,"$534,500",Co-op,
2,2,"$1,695,000",Condos,"1,153"
1,0,"$499,000",Co-op,550
1,1,"$569,000",Co-op,770
2,2,"$865,000",Co-op,"1,100"
1,1,"$465,000",Co-op,
1,1,"$480,000",Co-op,
3.5,4,"$9,300,000",Condos,"3,226"
1.5,1,"$1,150,000",Co-op,"1,000"
1,1,"$1,055,000",Condos,874
1,1,"$669,950",Co-op,800
2.5,3,"$1,199,000",Co-op,
2,2,"$2,250,000",Co-op,"1,400"
2,3,"$2,750,000",Condos,"1,875"
1,1,"$625,000",Co-op,850
2.5,2,"$2,495,000",Co-op,
1.5,1,"$1,950,000",Condos,992
2.5,2,"$1,895,000",Co-op,"1,500"
1,2,"$820,000",Co-op,
2.5,2,"$1,475,000",Co-op,
2,2,"$1,650,000",Condos,
1.5,1,"$2,450,990",Condos,"1,042"
1,1,"$675,000",Co-op,
2,2,"$2,100,000",Condos,
2.5,2,"$3,050,000",Condos,"1,392"
3,3,"$3,950,000",House for Sale,"1,600"
3.5,3,"$9,995,000",Condos,
2.5,2,"$4,165,990",Condos,"1,509"
1,1,"$639,000",Co-op,800
4,4,"$4,650,000",Condos,"2,507"
1,,"$989,000",Co-op,
2,3,"$3,750,000",Condos,"3,193"
2,2,"$949,000",Condos,"1,005"
1,2,"$795,000",Condos,
2.5,3,"$1,250,000",Co-op,
1,1,"$569,000",Condos,
4.5,4,"$21,800,000",Condos,"3,466"
2,2,"$1,150,000",Co-op,
2,1,"$950,000",Co-op,800
1,1,"$699,000",Co-op,
2,2,"$1,500,000",Co-op,
1,2,"$795,000",Condop,
2.5,2,"$5,995,000",Condos,
2,2,"$640,000",Co-op,"1,250"
2,2,"$1,730,000",Condos,"1,395"
1,0,"$549,000",Co-op,500
1.5,2,"$868,000",Condos,862
4.5,7,"$2,650,000",Multi-Family Home,"3,325"
2,2,"$1,395,000",Condos,"1,121"
3.5,5,"$11,995,000",Townhomes,"7,200"
3,2,"$2,300,000",Condos,"1,527"
1,1,"$899,000",Co-op,
1,1,"$639,000",Condos,
1,1,"$659,000",Co-op,775
4,9,"$3,300,000",House for Sale,"4,486"
2.5,2,"$2,325,000",Condos,"1,440"
2,3,"$1,675,000",Condop,"1,400"
5,5,"$3,125,000",Townhomes,"4,740"
1,1,"$1,795,000",Condos,834
3,3,"$1,900,000",Co-op,"1,800"
5.5,5,"$7,495,000",House for Sale,"4,000"
4.5,5,"$9,708,000",Condos,"3,564"
1,0,"$375,000",Co-op,
1,2,"$1,450,000",Condos,789
1,1,"$699,000",Condos,575
2.5,3,"$2,375,000",Condos,
1,0,"$925,000",Condos,441
1,0,"$850,000",Condos,675
4.5,4,"$6,780,000",Condos,"2,735"
2.5,2,"$3,325,000",Condos,"1,738"
1,1,"$767,250",Condos,635
5.5,5,"$3,950,000",Townhomes,"3,332"
4.5,5,"$8,446,000",Condos,"3,564"
3,3,"$2,350,000",Condos,"1,942"
1,1,"$1,400,000",Condos,643
4.5,4,"$3,250,000",Condos,"2,557"
1,2,"$1,250,000",Co-op,
1,2,"$650,000",Co-op,
1,1,"$685,000",Co-op,
2,2,"$1,395,000",Co-op,
1,2,"$240,000",Co-op,
2,2,"$1,049,000",Townhomes,"1,257"
1,1,"$389,000",Condos,
2,2,"$2,495,000",Co-op,
1,0,"$665,000",Condos,550
3.5,3,"$8,500,000",Condos,"2,435"
2,2,"$1,150,000",Co-op,
1,1,"$649,000",Co-op,775
2,2,"$935,000",Condos,"1,060"
2,3,"$5,200,000",Co-op,
3,3,"$1,850,000",Co-op,
1,2,"$1,250,000",Co-op,
2,2,"$1,750,000",Co-op,
2,2,"$1,399,000",Condos,"1,161"
5.5,6,"$7,900,000",Condos,
6.5,5,"$52,000,000",Condos,"8,908"
1,1,"$950,000",Condos,605
1,1,"$739,000",Co-op,
3.5,3,"$3,998,000",Condos,"2,097"
2,2,"$1,975,000",Condos,"1,408"
1.5,1,"$999,995",Condos,805
2,2,"$2,500,000",Condos,"1,375"
2.5,3,"$3,550,000",Co-op,
2.5,2,"$2,325,000",Condos,"1,440"
3.5,3,"$4,250,000",Condos,"2,000"
7,4,"$19,942,500",Condos,"7,977"
4,4,"$7,950,000",Condos,"4,382"
4.5,4,"$7,500,000",Condos,"3,370"
2.5,3,"$2,185,000",Condos,"1,545"
1,1,"$980,000",Condos,687
3.5,3,"$1,850,000",House for Sale,"1,862"
2,2,"$1,880,000",Condos,"1,297"
8,6,"$32,274,000",Condos,"7,172"
1,1,"$865,000",Multi-Family Home,673
2,,"$2,699,000",Condo,"2,400"
2,,"$2,650,000",Townhomes,"2,500"
1.5,1,"$1,500,000",Condos,815
3.5,3,"$8,250,000",Condos,"3,000"
1,1,"$745,000",Condos,521
1,1,"$777,000",Condos,598
1,2,"$959,000",Co-op,
1,2,"$549,000",Condos,
2,2,"$995,000",Co-op,
1,0,"$499,000",Co-op,
3.5,4,"$18,000,000",Condos,
1,0,"$308,000",Co-op,
2,2,"$1,295,000",Co-op,
1,2,"$939,000",Co-op,
1,1,"$699,000",Co-op,
1,1,"$740,000",Condos,776
2,2,"$1,325,000",Co-op,
2.5,2,"$2,595,000",Condos,"1,328"
2.5,2,"$2,600,000",Condos,"1,495"
2,2,"$1,995,000",Co-op,
2,2,"$2,995,000",Condos,"1,800"
2.5,2,"$1,800,000",Co-op,
1,1,"$775,000",Co-op,
3,3,"$4,450,000",Co-op,
1,1,"$915,000",Co-op,
2,1,"$1,700,000",Condos,"1,170"
1,1,"$550,000",Co-op,
1.5,1,"$1,599,995",Condos,999
2,2,"$1,850,000",Condos,"1,250"
8,8,"$18,995,000",Townhomes,"9,800"
2,1,"$1,195,000",Co-op,
1.5,1,"$1,390,000",Condos,808
1.5,1,"$1,275,000",Condos,990
2.5,2,"$3,295,000",Condos,"1,612"
2.5,2,"$5,925,000",Co-op,
3,3,"$3,450,000",Co-op,
2.5,4,"$9,995,000",Condos,"3,762"
2,2,"$1,999,000",Condos,"1,287"
4.5,5,"$4,995,000",Condos,"3,494"
5,5,"$4,449,000",Townhomes,"5,620"
3,3,"$3,995,000",Condos,"1,760"
2,2,"$2,200,000",Condos,995
1.5,1,"$2,290,000",Condos,"1,067"
2.5,2,"$2,525,000",Condos,"1,302"
1,1,"$1,300,000",Condos,878
1.5,1,"$2,150,000",Condos,"1,167"
2.5,2,"$2,800,000",Condos,"1,477"
3.5,5,"$7,500,000",Townhomes,"4,068"
1,1,"$995,000",Condos,850
2.5,3,"$4,650,000",Condos,"1,905"
1.5,1,"$549,999",Co-op,
3,3,"$3,500,000",Condos,
2,1,"$750,000",Co-op,
2,1,"$1,500,000",Co-op,
2.5,2,"$4,180,000",Condos,"1,480"
1,1,"$429,000",Co-op,
1,1,"$685,000",Co-op,
2,3,"$1,500,000",Co-op,
1,2,"$499,000",Co-op,
3,3,"$2,250,000",Condos,
2,2,"$1,500,000",Co-op,
1.5,2,"$1,395,000",Co-op,
1,0,"$499,000",Co-op,
2,1,"$1,185,000",Co-op,
1.5,1,"$2,240,000",Condos,845
1,1,"$700,000",Co-op,725
1.5,2,"$1,275,000",Co-op,"1,300"
3.5,3,"$10,250,000",Condos,"3,700"
1,1,"$419,000",Co-op,830
1.5,1,"$1,125,000",Co-op,"1,140"
2,2,"$2,195,000",Condos,"1,472"
1,1,"$559,000",Co-op,500
1,2,"$769,000",Co-op,
3,3,"$3,300,000",Condos,"2,438"
4.5,3,"$6,350,000",Co-op,
2,2,"$2,100,000",Co-op,
1,0,"$365,000",Co-op,
2,3,"$1,899,000",Co-op,
2,2,"$3,195,000",Co-op,
2,2,"$1,495,000",Co-op,"1,050"
1,1,"$1,025,000",Condos,672
4.5,3,"$4,495,000",Co-op,
1,0,"$1,249,000",Co-op,
1,1,"$1,250,000",Co-op,
2.5,3,"$1,650,000",Condos,
2.5,3,"$2,700,000",Co-op,
1,1,"$649,000",Co-op,750
1,1,"$1,375,000",Co-op,
3.5,3,"$3,995,000",Co-op,
1,1,"$920,000",Condos,670
1,1,"$1,195,000",Condos,
2,2,"$2,350,000",Co-op,
2.5,3,"$3,500,000",Co-op,"3,145"
7.5,5,"$13,500,000",Co-op,
1,1,"$775,000",Condos,
1,0,"$800,000",Condop,
1,1,"$700,000",Co-op,
2,2,"$899,000",Condos,780
2,2,"$1,350,000",Co-op,
1,1,"$495,000",Co-op,
1,0,"$385,000",Co-op,400
1,2,"$950,000",Co-op,"1,100"
1,1,"$575,000",Co-op,800
2,2,"$3,350,000",Co-op,
2.5,5,"$10,250,000",Condos,"3,632"
1,1,"$500,000",Condos,632
1,2,"$589,000",Co-op,
3.5,2,"$2,195,000",Co-op,
1,1,"$900,000",Condos,715
1,0,"$579,000",Co-op,550
1,1,"$354,000",Co-op,800
2,2,"$3,500,000",Condos,"1,800"
2,2,"$2,595,000",Condos,"1,596"
1,1,"$950,000",Condos,700
,,"$9,995,000",Condos,"6,700"
3,3,"$3,838,000",Condos,"1,487"
2,3,"$3,537,000",Condos,"1,400"
2,2,"$2,682,000",Condos,"1,034"
2,2,"$2,864,000",Condos,"1,163"
3,3,"$4,228,000",Condos,"1,667"
3,3,"$4,326,000",Condos,"1,487"
1,1,"$1,295,000",Co-op,
2,2,"$2,285,000",Condos,"1,683"
2,3,"$1,650,000",Co-op,"1,500"
2,2,"$1,600,000",Townhomes,
2,3,"$1,495,000",Condos,"1,292"
2,2,"$1,990,000",Condos,"1,123"
2,2,"$2,107,000",Condos,"1,123"
2,2,"$2,587,000",Condos,"1,156"
2,2,"$2,390,000",Condos,"1,123"
2,2,"$2,775,000",Condos,"1,500"
1,1,"$1,230,000",Condos,695
1,1,"$1,409,000",Condos,694
1,1,"$1,710,000",Condos,723
1,1,"$1,804,000",Condos,695
1,1,"$1,410,000",Condos,723
1,1,"$1,480,000",Condos,722
1,1,"$1,569,000",Condos,679
1,1,"$635,000",Co-op,
1.5,3,"$525,000",Co-op,
2,2,"$820,000",Co-op,
1,1,"$650,000",Co-op,
2,2,"$649,500",Townhomes,
1,0,"$685,000",House for Sale,
1.5,1,"$799,000",Co-op,
7,6,"$14,900,000",Co-op,"5,800"
3,2,"$3,995,000",Condos,
1,1,"$1,465,000",Co-op,
2,3,"$1,850,000",Co-op,
1,2,"$929,000",Co-op,
2,3,"$1,100,000",Condos,
1.5,2,"$2,750,000",Condos,"1,300"
2,3,"$1,795,000",Co-op,
4.5+,4,"$13,500,000",Co-op,
2,2,"$2,500,000",Co-op,
2.5,2,"$1,150,000",Condop,"1,111"
1,1,"$1,150,000",Condos,851
1,1,"$1,295,000",Condos,643
2.5,2,"$2,950,000",Condos,"1,619"
2,2,"$1,850,000",Condos,"1,337"
3,3,"$2,860,000",Condos,"1,463"
1,0,"$349,000",Co-op,
3,,"$6,000,000",Condo,"3,000"
2,1,"$2,595,000",Condos,"1,285"
2,2,"$2,350,000",Condos,"1,214"
3,4,"$4,600,000",Co-op,"3,850"
1.5,1,"$1,725,000",Condos,915
2.5,2,"$3,855,000",Condos,"1,615"
5.5+,5,"$60,000,000",Co-op,
2.5,2,"$3,695,000",Condos,"1,725"
1,1,"$1,400,000",Co-op,950
1.5,1,"$1,850,000",Condos,"1,001"
2,2,"$2,270,000",Condos,"1,109"
2,2,"$2,950,000",Co-op,
2.5,2,"$2,765,000",Condos,"1,537"
2.5,2,"$2,840,000",Condos,"1,537"
3,3,"$3,610,000",Condos,"1,863"
2.5,2,"$2,560,000",Condos,"1,313"
1,1,"$1,249,000",Co-op,850
4,4,"$6,750,000",Condos,"3,150"
1,1,"$1,980,000",Condos,"1,001"
2,2,"$3,200,000",Condos,"1,246"
1.5,2,"$1,095,000",Co-op,
1,1,"$649,000",Co-op,
1,1,"$635,000",Co-op,
1,0,"$398,000",Co-op,
1,1,"$975,000",Co-op,
1,0,"$625,000",Condos,
1,1,"$700,000",Co-op,
1,1,"$765,000",Co-op,
2.5,3,"$1,850,000",Co-op,
1,1,"$950,000",Co-op,
2,3,"$1,750,000",Co-op,
2,2,"$1,275,000",Co-op,
1,1,"$450,000",Condos,
1,1,"$859,000",Co-op,
1,,"$449,000",Co-op,
2,2,"$1,095,000",Co-op,
1,0,"$849,000",Condos,582
2.5,3,"$4,995,000",Co-op,
2,2,"$2,195,000",Co-op,
2.5,3,"$5,950,000",Condos,"1,877"
1.5,1,"$1,150,000",Condos,899
1.5,3,"$1,295,000",Co-op,
3.5,3,"$3,950,000",Condos,"2,200"
1.5,2,"$1,075,000",Co-op,"1,140"
2,2,"$1,995,000",Condos,"1,374"
3,3,"$3,495,000",Condop,"1,700"
3,3,"$2,149,000",Condos,"1,600"
1,1,"$1,395,000",Condos,885
1,1,"$995,000",Co-op,
2,2,"$1,575,000",Co-op,
3.5,4,"$8,975,000",Condos,"3,115"
3,2,"$2,790,000",Co-op,
2.5,2,"$3,500,000",Condos,"1,324"
2,3,"$2,050,000",Co-op,
1,1,"$975,000",Co-op,820
2,2,"$1,895,000",Co-op,
3,3,"$2,850,000",Condos,"1,946"
1,1,"$1,985,000",Condos,761
5.5,5,"$4,900,000",Co-op,
4.5,4,"$6,250,000",Condos,"2,862"
6,5,"$14,995,000",Townhomes,"6,670"
3.5,3,"$4,995,000",Condos,"2,618"
1.5,1,"$2,950,000",Condos,999
15,20,"$12,495,000",House for Sale,"13,542"
1,1,"$495,000",Co-op,
2,2,"$659,000",Co-op,
2.5,2,"$10,900,000",Condos,"1,736"
1,0,"$299,000",Co-op,
1.5,2,"$949,000",Co-op,
2,2,"$1,590,000",Co-op,
2,2,"$1,900,000",Co-op,
1,0,"$675,000",Condos,620
1,1,"$1,299,000",Condos,625
2,2,"$1,350,000",Co-op,
2,2,"$1,200,000",Co-op,
2.5,3,"$1,865,000",Co-op,
1.5,1,"$1,125,000",Co-op,
1,1,"$725,000",Co-op,
1,0,"$479,000",Co-op,
1,1,"$429,000",Condos,
1,1,"$1,745,000",Co-op,
1,1,"$735,000",Co-op,
1,2,"$868,000",Co-op,919
1.5,2,"$1,100,000",Co-op,"1,350"
1,1,"$649,000",Co-op,
1,,"$450,000",Co-op,475
1,1,"$760,000",Condos,745
2.5,2,"$2,350,000",Co-op,
1,0,"$389,000",Co-op,430
1,1,"$849,000",Condos,815
1,0,"$675,000",Co-op,
1,0,"$625,000",Co-op,
2,2,"$2,625,000",Co-op,
2,2,"$1,195,000",Co-op,
1,1,"$739,000",Co-op,
1,3,"$775,000",Co-op,
2,2,"$2,300,000",Condos,
1,1,"$998,000",Condos,913
2,2,"$2,375,000",Condos,"1,180"
1.5,1,"$2,995,000",Condos,982
3,3,"$2,198,000",Condos,"1,400"
1,1,"$1,080,000",Condos,861
3,4,"$6,395,000",Co-op,
1,1,"$799,000",Condos,600
2,3,"$4,980,000",Co-op,"2,500"
3,3,"$2,700,000",Co-op,"1,700"
2,3,"$2,250,000",Co-op,"1,650"
1,0,"$1,975,000",Co-op,"1,800"
1,1,"$695,000",Co-op,
1.5,2,"$650,000",Co-op,843
1,1,"$795,000",Co-op,
1,1,"$750,000",Co-op,
1.5,3,"$399,000",Co-op,
1,1,"$1,425,000",Condos,"1,300"
1,1,"$450,000",Co-op,
1,1,"$449,500",Co-op,
1,2,"$325,000",Co-op,600
2.5,2,"$4,295,000",Condos,"1,886"
1,1,"$899,000",Co-op,
2,2,"$1,595,000",Condos,"1,250"
1.5,1,"$640,000",Co-op,700
1.5,1,"$1,225,000",Co-op,
1,1,"$900,000",Condos,684
7.5,4,"$8,250,000",House for Sale,"8,000"
1.5,2,"$1,290,000",Co-op,
3,3,"$1,995,000",Co-op,
1,1,"$399,000",Co-op,750
1,1,"$799,000",Co-op,
2,2,"$1,995,000",Condos,
1,1,"$899,005",Co-op,
1,1,"$949,000",Co-op,
3,2,"$7,250,000",Co-op,
1,1,"$799,000",Co-op,
2,3,"$2,595,000",Condos,"2,794"
2,3,"$1,395,000",Co-op,"1,250"
2.5,3,"$3,495,000",Condos,"2,007"
1,1,"$895,000",Condos,
1,1,"$1,495,000",Condos,
5,4,"$3,100,000",Co-op,
2.5,2,"$3,300,000",Co-op,"2,100"
1,1,"$849,000",Co-op,900
1,3,"$2,199,988",Condos,"1,950"
1,1,"$1,375,000",Co-op,
3,5,"$5,600,000",Co-op,"4,200"
2.5,2,"$4,350,000",Condos,"1,884"
4.5,4,"$17,500,000",Condos,
2,2,"$2,675,000",Condos,"1,740"
1,1,"$1,150,000",Condos,
2,3,"$3,500,000",Condos,
2,3,"$1,875,000",Condos,"1,250"
3,3,"$4,395,000",Condos,"1,913"
1,1,"$1,750,000",Condos,
1,1,"$825,000",Co-op,
1,0,"$650,000",Co-op,
1,2,"$765,000",Co-op,
1,1,"$600,000",Co-op,
1,1,"$640,000",Co-op,
,0,"$695,000",Co-op,
1,1,"$548,000",Condos,
1,1,"$859,000",Co-op,
2,2,"$1,850,000",Condos,"1,147"
1,0,"$549,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,445,000",Townhomes,"1,500"
2,2,"$3,750,000",Condos,"2,153"
1,,"$360,000",Co-op,
1,1,"$525,000",Co-op,
1.5,1,"$1,450,000",Condos,"1,208"
1,1,"$925,000",Co-op,836
1,1,"$389,000",Co-op,900
2,2,"$1,495,000",Condos,"1,123"
2,2,"$2,850,000",Co-op,
2,3,"$1,995,000",Co-op,
4,4,"$5,750,000",Co-op,
2.5,2,"$1,600,000",Co-op,
2.5,2,"$1,800,000",Condos,"1,181"
2,2,"$3,249,000",Co-op,
2,2,"$1,695,000",Co-op,
1.5,1,"$1,370,000",Condos,"1,009"
2.5,2,"$1,395,000",Condos,
1,1,"$1,225,000",Condos,667
2,2,"$1,599,000",Co-op,
3.5,3,"$4,595,000",Condos,"2,051"
3.5,3,"$4,425,000",Condos,"2,728"
3.5,3,"$4,495,000",Condos,"2,370"
2,2,"$1,825,000",Condos,"1,185"
2,2,"$1,849,000",Condos,"1,185"
1,1,"$825,000",Condos,702
3.5,4,"$5,675,000",Townhomes,"2,752"
4,3,"$3,390,000",Co-op,
2,2,"$3,895,000",Condos,"1,729"
3,3,"$2,745,000",Condos,"1,582"
3,3,"$4,950,000",Condos,"1,860"
2.5,3,"$4,450,000",Condos,"2,490"
3,0,"$10,950,000",Condos,"6,594"
2.5,3,"$2,995,000",Condos,"1,666"
1,0,"$445,000",Co-op,
1,1,"$649,000",Co-op,
1,0,"$430,000",Co-op,
1.5,1,"$495,000",Co-op,"1,100"
2,2,"$899,000",Condo/Townhome,780
1,1,"$830,000",Co-op,
1,0,"$770,000",Co-op,
2,2,"$1,799,000",Co-op,
,0,"$7,900,000",Multi-Family Home,
1,0,"$495,000",Co-op,
1.5,1,"$1,995,000",Condos,986
1,1,"$380,000",Co-op,"1,000"
2,3,"$2,750,000",Condos,"1,515"
1,1,"$1,150,000",Co-op,
1,2,"$906,300",Condos,782
4,3,"$7,375,000",Co-op,
1,1,"$450,000",Co-op,400
2,2,"$1,795,000",Co-op,
1,,"$450,000",Co-op,
1,2,"$699,000",Co-op,
3.5,3,"$2,500,000",Co-op,"3,300"
1,,"$305,000",Co-op,425
1.5,1,"$2,595,000",Co-op,"2,100"
1,1,"$2,115,000",Condos,"1,042"
1,,"$580,000",Co-op,
2,2,"$1,999,000",Condos,"1,208"
3.5,4,"$3,995,000",Co-op,
2,2,"$4,100,000",Condos,"1,581"
2,2,"$2,495,000",Condos,"1,306"
2,2,"$2,995,000",Condos,"1,974"
1.5,1,"$1,295,000",Co-op,
3,3,"$2,550,000",Co-op,
1,,"$400,000",Co-op,
1,,"$539,000",Co-op,450
5,5,"$2,299,000",Townhomes,
1,1,"$975,000",Co-op,900
2.5,3,"$2,450,000",Condos,"1,646"
2,2,"$1,850,000",Condos,"1,424"
1,1,"$850,000",Co-op,
2.5,2,"$3,650,000",Co-op,
1,1,"$905,000",Condos,692
2,2,"$1,995,000",Co-op,"1,203"
1,1,"$889,000",Condos,648
3,2,"$2,500,000",Co-op,"1,937"
1,1,"$999,000",Co-op,
1,1,"$575,000",Condos,687
2,2,"$1,790,000",Condos,"1,096"
1,1,"$695,000",Co-op,750
1.5,3,"$1,399,000",Co-op,"1,000"
1,1,"$575,000",Co-op,750
4,8,"$1,500,000",Townhomes,
1,0,"$449,000",Co-op,560
2.5,2,"$1,995,000",Condos,"1,214"
1,0,"$499,000",Co-op,
1,3,"$1,297,000",Co-op,
2.5,2,"$2,525,000",Condos,
1.5,,"$1,250,000",Condo,740
2.5,2,"$2,350,000",Condos,
2.5,2,"$3,300,000",Condos,
2.5,2,"$3,695,000",Condos,"1,300"
2.5,2,"$2,650,000",Condos,
2.5,2,"$2,575,000",Condos,
4.5,4,"$14,000,000",Condos,
2.5,2,"$3,650,000",Condos,
3.5,3,"$5,750,000",Condos,
2.5,2,"$3,325,000",Condos,
2,3,"$1,250,000",Co-op,"1,250"
2.5,2,"$3,750,000",Condos,"1,438"
1,1,"$1,025,000",Condos,910
1,0,"$975,000",Condos,607
4.5,4,"$7,250,000",Co-op,
2.5,3,"$3,975,000",Condos,
14,11,"$98,000,000",Condos,
2.5,2,"$2,865,000",Condos,"1,328"
2,2,"$1,982,500",Condos,"1,052"
6.5,6,"$6,995,000",Condos,"5,810"
1,1,"$475,000",Co-op,
1.5,1,"$1,795,000",Condos,842
4,4,"$3,400,000",Co-op,"3,000"
2,2,"$2,765,000",Condos,"1,163"
3.5,4,"$5,495,000",Condos,"3,026"
5.5,8,"$7,395,000",Townhomes,
2.5,2,"$2,615,000",Condos,"1,371"
2.5,3,"$4,255,000",Condos,"1,721"
5.5,6,"$12,000,000",Townhomes,"8,000"
3,3,"$5,950,000",Condos,"1,745"
2,2,"$1,282,000",Co-op,"1,100"
1,1,"$1,400,000",Condos,797
1,1,"$799,000",Co-op,
1,1,"$725,000",Co-op,
1,1,"$639,000",Condos,
2.5,3,"$1,725,000",Co-op,
1,0,"$575,000",Condos,519
1,1,"$579,900",Co-op,590
3,4,"$1,995,000",Co-op,"2,372"
1,2,"$549,000",Co-op,975
3,3,"$2,295,000",Co-op,
1,1,"$385,000",Co-op,
3,3,"$5,950,000",Condos,
2,2,"$2,195,000",Co-op,
3.5,3,"$2,980,000",Co-op,
1.5,1,"$2,050,000",Condos,"1,088"
2,2,"$1,320,000",Condos,"1,056"
1,2,"$875,000",Co-op,900
2.5,2,"$2,650,000",Condos,"1,535"
5,7,"$3,379,000",Multi-Family Home,"4,420"
2,2,"$1,275,000",Co-op,
5.5,5,"$9,950,000",Condos,"3,796"
2.5,2,"$3,900,000",Condos,"1,998"
2.5,2,"$3,495,000",Condos,"1,585"
3.5,4,"$7,250,000",Co-op,
1,1,"$2,000,000",Condos,"1,000"
1,1,"$725,000",Condos,550
1.5,1,"$1,350,000",Condos,870
4.5,4,"$5,750,000",Condos,"2,933"
4.5,4,"$6,950,000",Condos,"3,042"
2.5,2,"$3,495,000",Condos,"1,917"
3.5,3,"$4,975,000",Condos,"2,424"
3.5,3,"$5,495,000",Condos,"2,615"
3,3,"$3,355,990",Condos,"1,852"
1,,"$575,000",Co-op,315
3.5,3,"$5,140,000",Condos,"2,156"
2,2,"$2,495,000",Condos,"1,263"
2.5,2,"$3,475,000",Condos,"1,655"
2.5,2,"$2,900,000",Condos,"1,384"
3.5,3,"$8,500,000",Condos,"2,977"
2,2,"$3,295,000",Condos,"1,427"
4.5,4,"$5,850,000",Condos,"2,523"
2.5,2,"$3,150,000",Condos,"1,541"
6.5,5,"$9,950,000",Condos,"4,505"
3.5,3,"$4,475,000",Condos,"2,116"
3.5,3,"$3,975,000",Condos,"2,106"
1,0,"$469,000",Condos,565
1,0,"$665,000",Co-op,
1,1,"$630,000",Condos,
1,1,"$699,000",Co-op,810
2,3,"$849,000",Condos,"1,189"
1,2,"$665,000",Co-op,
2,2,"$2,395,000",Condos,"1,265"
3.5,3,"$2,400,000",Co-op,
2,2,"$2,600,000",Co-op,
4.5,3,"$11,000,000",Co-op,
1,0,"$565,000",Condos,500
1,2,"$950,000",Condos,766
1,,"$575,000",Condos,
1,0,"$1,400,000",Townhomes,"3,312"
2,2,"$2,595,000",Co-op,
2,2,"$1,985,000",Co-op,
1,1,"$595,000",Co-op,600
1,1,"$1,300,000",Co-op,
1,1,"$775,000",Condos,
2,3,"$1,465,000",Co-op,"1,600"
1,1,"$819,000",Condos,
1,1,"$1,024,000",Condos,645
3,2,"$2,345,000",Co-op,
2,2,"$1,400,000",Co-op,
1,0,"$635,000",Condos,481
2.5,2,"$2,780,000",Condos,"1,301"
2.5,3,"$1,675,000",Co-op,
3.5,3,"$7,350,000",Condos,"3,192"
2,3,"$1,375,000",Co-op,"1,338"
3,3,"$3,750,000",Condos,"2,744"
2,3,"$4,195,000",Condos,"2,017"
1,1,"$950,000",Condos,860
2.5,1,"$5,525,000",Condos,"2,675"
3,3,"$2,795,000",Co-op,"1,839"
5.5,4,"$6,500,000",Co-op,"5,000"
1,0,"$1,150,000",Condos,"1,070"
1,,"$699,000",Condos,550
2,2,"$1,550,000",Condos,"1,081"
2.5,2,"$2,000,000",Condos,"1,367"
5,4,"$2,995,000",Co-op,
16,20,"$9,750,000",Multi-Family Home,
2,2,"$2,500,000",Co-op,"1,250"
1.5,2,"$1,875,000",Co-op,"1,625"
1,1,"$1,750,000",Condos,900
1,1,"$425,000",Co-op,
1,0,"$585,000",Co-op,
1,1,"$775,000",Co-op,
1,1,"$580,000",House for Sale,
1,0,"$499,999",Co-op,
1,0,"$515,000",Co-op,
1,1,"$815,000",Co-op,
1,1,"$849,000",Co-op,
1,0,"$349,000",Condos,
1,1,"$259,000",Co-op,450
1.5,2,"$1,030,000",Co-op,"1,150"
1,1,"$800,000",Co-op,
1,1,"$650,000",Condos,
1,0,"$695,000",Condos,
1,2,"$799,000",Co-op,
1,1,"$349,000",Co-op,
1,1,"$890,000",Co-op,"1,000"
3,3,"$2,500,000",Co-op,
1,1,"$599,000",Co-op,
1.5,1,"$2,940,000",Condos,"1,375"
1,,"$585,000",Condos,523
2,2,"$1,995,000",Co-op,
2.5,3,"$6,995,000",Condos,"1,988"
2.5,1,"$2,100,000",Co-op,
1,2,"$940,000",Co-op,"1,000"
3,3,"$3,195,000",Co-op,
